street,seq,cross_street,left_no,right_no,page
SARATOGA,30,Carlton,544,,601
SARATOGA,31,Republican,568,,601
SARATOGA,32,Carey,602,541,601
SARATOGA,33,Calhoun,638,,601
SARATOGA,34,Strieker,672,,601
SARATOGA,35,Gilmor,696,,601
SARATOGA,36,Mount,702,,601
SARATOGA,37,To Calverton road,,,601
SCHROEDER (N),1,Fayette,25,22,601
SCHROEDER (N),2,Lanvaie,,,601
SCOTT,1,Thames,,15,601
"SECOND, (W)",1,Centre Market space,1,2,601
"SECOND, (W)",2,Frederick,27,14,601
"SECOND, (W)",3,Gay,,18,601
"SECOND, (W)",4,South,91,44,601
"SHARP, (S)",1,Baltimore,1,,601
"SHARP, (S)",2,German,29,14,601
"SHARP, (S)",3,Lombard,37,46,601
"SHARP, (S)",4,Pratt,59,62,601
"SHARP, (S)",5,Dover,73,66,601
"SHARP, (S)",6,Camden,87,,601
"SHARP, (S)",7,Perry,97,80,601
"SHARP, (S)",8,Conway,101,96,601
"SHARP, (S)",9,Wayne,,110,601
"SHARP, (S)",10,Barre,,128,601
"SHARP, (S)",11,Lee,,160,601
"SHARP, (S)",12,York,178,184,601
"SHARP, (S)",13,Hill,183,204,601
"SHARP, (S)",14,Montgomery,,220,601
"SHARP, (S)",15,Henrietta,229,270,601
"SHARP, (S)",16,Hamburg,273,316,601
"SHARP, (S)",17,Cross,229,,601
"SHARP, (S)",18,To Moale,,,601
SOUTH,1,Baltimore,1,2,602
SOUTH,2,Lovely lane,,16,602
SOUTH,3,Second,27,,602
SOUTH,4,Water,34,,602
SOUTH,5,Lombard,39,44,602
SOUTH,6,Guilford,,52,602
SOUTH,7,Pratt,,66,602
SOUTH,8,Wood,,76,602
SPRING (N.),1,Hollins,28,33,602
SPRING (N.),2,Orleans,36,,602
SPRING (N.),3,McElderry,92,93,602
SPRING (N.),4,Monument,120,119,602
SPRING (N.),5,Madison,152,,602
SPRING (N.),6,Gay,170,,602
SPRING (N.),7,To' Lanvale,,,602
SPRING (S.),1,Baltimore,,9,602
SPRING (S.),2,Lombard,20,,602
SPRING (S.),3,Pratt,56,,602
SPRING (S.),4,Gough,126,127,602
SPRING (S.),5,Bank,142,153,602
SPRING (S.),6,Eastern av,168,151,602
SPRING (S.),7,Canton av,,191,602
SPRING (S.),8,Aliceanna,,,602
SPRING (S.),9,Lancaster,,,602
STILES,1,East Falls av,,,602
STILES,2,President,,,602
STILES,3,Albemarle,,,602
STILES,4,High,26,23,602
STILES,5,Exeter,52,47,602
STILES,6,Gough,72,,602
STILES,7,Central av,98,,602
STOCKHOLM,1,N of Ostend,,,602
STOCKTON AL,1,publican,,,602
"STRICKER, (N)",1,Baltimore,,,602
STRANGE AL,1,more,,,602
STUART,1,Andre,,,602
ST. PAUL,1,Madison,,171,602
THOMPSON,1,Adams,,,602
TOONE,1,going,,,602
TOONE,2,Lanvale,,,602
TOWSON,1,E end of Hughes,,,602
TYSON AL,1,U,,,602
WASHINGTON (S) F. P,1,Baltimore,,19,603
WASHINGTON (S) F. P,2,Lombard,,39,603
WASHINGTON (S) F. P,3,Pratt,64,,603
WASHINGTON (S) F. P,4,Gough,110,115,603
WASHINGTON (S) F. P,5,Bank,,135,603
WASHINGTON (S) F. P,6,Eastern av,,167,603
WASHINGTON (S) F. P,7,Canton av,,191,603
WASHINGTON (S) F. P,8,Fountain,192,,603
WASHINGTON (S) F. P,9,Aliceanna,,209,603
WEST FALLS AV,1,bard,,,603
WEST FALLS AV,2,Right,,,603
WICOMICO,1,Severn,,,603
WILLIAMSON AL,1,N of Hamburg,,,603
WINDSOR,1,Canton av,,,603
WINE AL,1,timore,,,603
WOLFE (N),1,more,,,603
WOLFE (S),1,Left. lii'jkt,,,603
WOOD,1,Pratt,,,603
WOOSTER,1,holm,,,603
FELL'S POIN,1,Canton av to Thames,,,603
HOLLINS-ST. MARKET,1,timore,,,603
LEXINGTON MARKET,1,Eutaw to Pearl,,,603
RICHMOND MARKET,1,Biddle,,,603
