street,seq,cross_street,left_no,right_no,page
HIGH (N),1,Baltimore,2,1,769
HIGH (N),2,Fayette,22,25,769
HIGH (S),1,Baltimore,2,,769
HIGH (S),2,Plowman,,1,769
HIGH (S),3,Watson,16,,769
HIGH (S),4,Lombard,30,39,769
HIGH (S),5,Granby,54,61,769
HIGH (S),6,Pratt,70,73,769
HIGH (S),7,Stiles,92,97,769
HIGH (S),8,Fawn,108,107,769
HIGH (S),9,Trinity,124,129,769
HIGH (S),10,Eastern av,134,139,769
HILL,1,Charles,46,55,769
HILL,2,Hanover,72,73,769
HILL,3,Sharp,114,119,769
HILL,4,av,115,129,769
HILL,5,Garden av,,147,769
HILL,6,Howard,146,149,769
HILLEN,1,falls,2,1,769
HILLEN,2,High,50,37,769
HILLEN,3,Exeter,74,69,769
HILLEN,4,East,116,107,769
HILLEN,5,Ensor,154,137,769
HOFFMAN,1,Walsh,11,13,769
HOFFMAN,2,Pennsylvania av,55,54,769
HOFFMAN,3,Brewer,73,76,769
HOFFMAN,4,Division,85,,769
HOFFMAN,5,Bosendale Cement,,,769
HOFFMAN,6,Eislfein,87,116,769
HOFFMAN,7,Druid Hill av,133,128,769
HOFFMAN,8,McCulloh,143,,769
HOFFMAN,9,Madison av,151,152,769
HOFFMAN,10,Eutaw,159,160,769
HOFFMAN,11,Linden av,175,176,769
HOFFMAN,12,Bolton,205,,769
HOFFMAN,13,Park av,237,248,769
HOFFMAN,14,To Jones falls,,,769
"HOLLIDAY, (N)",1,Baltimore,,1,769
"HOLLIDAY, (N)",2,Fayette,20,,769
"HOLLIDAY, (N)",3,Saratoga,56,,769
"HOLLIDAY, (N)",4,Pleasant,104,,769
"HOLLIDAY, (N)",5,Foundry,158,127,769
"HOLLIDAY, (N)",6,Centre,,,769
"HOLLIDAY, (N)",7,To Monument,,,769
HOLLAND A L,1,Aisquith,,,769
HOLLAND A L,2,av,46,57,769
HOLLAND A L,3,Caroline,,,769
HOLLINS,1,Parkin,55,,769
HOLLINS,2,Poppleton,89,88,769
HOLLINS,3,Amity,115,114,769
HOLLINS,4,Schro'eder,141,140,769
HOLLINS,5,Oregon,,188,769
HOLLINS,6,Republican,235,228,769
HOLLINS,7,Carey,269,259,769
HOLLINS,8,Calhoun,301,304,769
HOLLINS,9,Strieker,,324,769
HOLLINS,10,Gilmor,,348,769
HOLLINS,11,Mount,303,262,769
HOLLINS,12,To Frederick av,,,769
"HOWARD, (N)",1,Fayette,21,26,769
"HOWARD, (N)",2,Marion,39,38,769
"HOWARD, (N)",3,Lexington,,50,769
"HOWARD, (N)",4,Clay,75,66,769
"HOWARD, (N)",5,Saratoga,97,84,769
"HOWARD, (N)",6,Mulberry,133,114,769
"HOWARD, (N)",7,Spear's Wharf,,21,769
"HOWARD, (N)",8,Hill av,179,,770
"HOWARD, (S)",1,German,10,9,770
"HOWARD, (S)",2,Lombard,30,35,770
"HOWARD, (S)",3,Pratt,54,59,770
"HOWARD, (S)",4,Dover,64,69,770
"HOWARD, (S)",5,Camden,74,,770
"HOWARD, (S)",6,Perry,88,,770
"HOWARD, (S)",7,Conway,106,,770
"HOWARD, (S)",8,Wayne,124,,770
"HOWARD, (S)",9,Barre,126,,770
"HOWARD, (S)",10,Lee,158,161,770
"HOWARD, (S)",11,Hill,200,,770
"HOWARD, (S)",12,Montgomery,202,205,770
"HOWARD, (S)",13,Henrietta,230,253,770
"HOWARD, (S)",14,Hamburg,266,297,770
"HOWARD, (S)",15,Cross,316,341,770
"HOWARD, (S)",16,To Ostend,,,770
"HUGHES,LITTLE",1,',,,770
HYDE CT,1,I,,,770
IRVIN PLACE,1,Broadway,,,770
IVY AL,1,J,,,770
JACKSON,1,GROVER &amp; BAKER,,,770
JACKSON SQUARE E,1,Fayette and Baltimore,,,770
JEFFERSON,1,Short,22,15,770
JEFFERSON,2,av,36,43,770
JEFFERSON,3,Eden,48,53,770
JEFFERSON,4,Spring,72,75,770
JEFFERSON,5,Caroline,84,87,770
JEFFERSON,6,Dallas,106,99,770
JEFFERSON,7,Bond,112,117,770
JEFFERSON,8,Bethel,130,133,770
JEFFERSON,9,Chester,,155,770
JEFFERSON,10,To East av,,,770
JEFFERSON CT,1,av,,,770
JOSEPHINE,1,K,,,770
KAUFMAN AL,1,Cross,,,770
KNOX AL,1,L,,,770
KNOX AL,2,S of Lombard,,,770
LEXINGTON,1,Davis,,13,771
LEXINGTON,2,Calvert,,15,771
LEXINGTON,3,Courtland,,29,771
LEXINGTON,4,St. Paul,38,35,771
LEXINGTON,5,Charles,54,59,771
LEXINGTON,6,Sharp,90,95,771
LEXINGTON,7,Liberty,98,99,771
LEXINGTON,8,Park,120,119,771
LEXINGTON,9,Howard,150,141,771
LEXINGTON,10,Eutaw,178,171,771
LEXINGTON,11,Jasper,,185,771
LEXINGTON,12,Paca,198,197,771
LEXINGTON,13,Greene,228,221,771
LEXINGTON,14,Pearl,242,241,771
LEXINGTON,15,Arch,246,249,771
LEXINGTON,16,Pine,288,287,771
LEXINGTON,17,Chatsworth,,305,771
LEXINGTON,18,Fremont,374,347,771
LEXINGTON,19,Rock,,397,771
LEXINGTON,20,Poppleton,440,407,771
LEXINGTON,21,Amity,468,435,771
LEXINGTON,22,Schroeder,490,457,771
LEXINGTON,23,Oregon,546,515,771
LEXINGTON,24,Carlton,568,539,771
LEXINGTON,25,Republican,586,559,771
LEXINGTON,26,Stockton al,,,771
LEXINGTON,27,Carey,600,579,771
LEXINGTON,28,Calhoun,608,645,771
LEXINGTON,29,Strieker,622,665,771
LEXINGTON,30,Gilmor,658,705,771
LEXINGTON,31,To Calverton road,,,771
"LIBERTY, (N)",1,Baltimore,,,771
LIGHT,1,Water,27,,771
LIGHT,2,Lombard,33,38,771
LIGHT,3,Pratt,55,66,771
LIGHT,1,Lee,191,190,771
LIGHT,2,York,219,210,771
LIGHT,3,Hill,,218,771
LIGHT,4,Hughes,247,238,771
LIGHT,5,Montgomery,267,260,771
LIGHT,6,L. Church,285,266,771
LIGHT,7,Henrietta,,280,771
LIGHT,8,Warren,291,,771
LIGHT,9,Williamson,,296,771
LIGHT,10,Poultney,,330,771
LIGHT,11,Cross,,369,771
LIGHT,12,Brown,,354,771
LIGHT,13,West,413,378,771
LIGHT,14,Ostend,465,448,771
LIGHT,15,Gittings,485,464,771
LIGHT,16,Fort,521,518,771
LIGHT,17,Heath,615,616,771
LIGHT,18,Barney,653,,771
LIGHT,19,Wells,,662,771
LIGHT,20,Winder,755,,771
LIGHT,21,Ferry,,,771
LINDEN AV,1,Biddle,,87,771
LINDEN AV,2,Biddle,116,121,771
LINDEN AV,3,Rose,120,,771
LINDEN AV,4,See p. 4. AdTt,181,,771
"LOMBARD, (E)",1,Jones' Falls,2,1,772
"LOMBARD, (E)",2,Front,16,,772
"LOMBARD, (E)",3,Albemarle,24,25,772
"LOMBARD, (E)",4,High,32,29,772
"LOMBARD, (E)",5,Exeter,56,53,772
"LOMBARD, (E)",6,Lloyd,100,,772
"LOMBARD, (E)",7,Central av,,155,772
"LOMBARD, (E)",8,Eden,144,,772
"LOMBARD, (E)",9,Spring,162,173,772
"LOMBARD, (E)",10,Caroline,176,183,772
"LOMBARD, (E)",11,Dallas,188,203,772
"LOMBARD, (E)",12,Bond,198,217,772
"LOMBARD, (E)",13,Bethel,216,233,772
"LOMBARD, (E)",14,Broadway,234,247,772
"LOMBARD, (E)",15,Regester,250,267,772
"LOMBARD, (E)",16,Ann,278,291,772
"LOMBARD, (E)",17,Wolfe,306,333,772
"LOMBARD, (E)",18,Chapel,326,349,772
"LOMBARD, (E)",19,Washington,,357,772
"LOMBARD, (E)",20,Chester,348,405,772
"LOMBARD, (E)",21,Cboptank,352,433,772
"LOMBARD, (E)",22,Gist,,437,772
"LOMBARD, (E)",23,To East av,,,772
"LOMBARD, (W)",1,Jones' Falls,1,2,772
"LOMBARD, (W)",2,Concord,5,8,772
"LOMBARD, (W)",3,Centre Market space,17,22,772
"LOMBARD, (W)",4,Frederick,39,38,772
"LOMBARD, (W)",5,Gay,47,50,772
"LOMBARD, (W)",6,Commerce,75,,772
"LOMBARD, (W)",7,South,87,90,772
"LOMBARD, (W)",8,Cheapside,97,100,772
"LOMBARD, (W)",9,Calvert,99,84,772
"LOMBARD, (W)",10,Hollingsworth ',101,,772
"LOMBARD, (W)",11,Grant,105,88,772
"LOMBARD, (W)",12,Light,107,94,772
"LOMBARD, (W)",13,Charles,133,120,772
"LOMBARD, (W)",14,Hanover,153,138,772
"LOMBARD, (W)",15,Sharp,167,160,772
"LOMBARD, (W)",16,Liberty,,,772
"LOMBARD, (W)",17,Howard,177,164,772
"LOMBARD, (W)",18,Eutaw,193,184,772
"LOMBARD, (W)",19,Paca,207,,772
"LOMBARD, (W)",20,Greene,233,208,772
"LOMBARD, (W)",21,Penn,273,248,772
"LOMBARD, (W)",22,Fremont,317,294,772
"LOMBARD, (W)",23,Scott,355,,772
"LOMBARD, (W)",24,Parkin,390,364,772
"LOMBARD, (W)",25,Callendar,419,386,772
"LOMBARD, (W)",26,PoppletOQ,429,406,772
"LOMBARD, (W)",27,Amity,447,432,772
"LOMBARD, (W)",28,Schroeder,477,458,772
"LOMBARD, (W)",29,Hollina,493,482,772
"LOMBARD, (W)",30,Oregon,513,506,772
"LOMBARD, (W)",31,Republican,555,550,772
"LOMBARD, (W)",32,Carey,601,600,772
"LOMBARD, (W)",33,Calhoun,641,642,772
"LOMBARD, (W)",34,Strieker,663,,772
SMITH BROS,1,To Frederick av,,,772
LORENZA,1,Smith,,,772
LOVELY LA,1,Baltimore,,,772
LOW,1,Jones' Falls,,,772
LOW,2,Front,2,1,772
LOW,3,High,36,21,772
LOW,4,Exeter,38,37,772
LOW,5,Chesnut,46,47,772
LOW,6,East,,,772
LOW,7,Forrest,90,89,772
LOW,8,Aisquith,154,155,772
LOYOLA PLACE E,1,Madison,,,772
LUZERNE,1,M,,,772
MADISON (E),1,Jones' Falls,,1,772
MADISON (E),2,Buren,2,9,772
MADISON (E),3,Constitution,,51,772
MADISON (E),4,Forrest,84,,772
MADISON (E),5,Greenmount av,,,772
MADISON (E),6,McKim,94,,772
MADISON (E),7,Harford av,118,95,772
MADISON (E),8,Ensor,142,127,772
MADISON (E),9,Stirling,168,159,772
MADISON (E),10,Aisquith,184,163,772
MADISON (E),11,Madison al,190,165,772
MADISON (E),12,Somerset,208,,772
MADISON (E),13,Central av,,197,772
MADISON (E),14,Gay,,199,772
MADISON (E),15,Eden,230,217,772
MADISON (E),16,Spring,244,229,772
MADISON (E),17,Caroline,268,243,772
MADISON (E),18,Dallas,288,267,772
MADISON (E),19,Bond,308,289,772
MADISON (E),20,Bethel,,315,772
MADISON (E),21,Broadway,,337,772
MADISON (E),22,To East av,,,772
MADISON (W),1,Jones Falls,1,2,772
MADISON (W),2,North,,14,772
MADISON (W),3,Calvert,,42,772
MADISON (W),4,St. Paul,,54,772
MADISON (W),5,Charles,,82,772
MADISON (W),6,Cathedral,,98,772
MADISON (W),7,Park,117,116,772
MADISON (W),8,Howard,135,144,772
MADISON (W),9,Linden av,147,160,772
MADISON (W),10,Eutaw,161,,772
MADISON (W),11,St. Mary's,163,,772
MADISON AV,1,St. Mary's,163,,772
MADISON AV,2,Men and Boys',,,772
MADISON AV,3,Northern av,,,773
MARYLAND AV,1,W of Charles,,24,773
MAY LITTLE,1,Biddle,1,2,773
MAY LITTLE,2,Preston,31,40,773
MAY LITTLE,3,Hoffman,63,72,773
MAY LITTLE,4,Dolphin,97,100,773
MAY LITTLE,5,Lanvale,127,,773
MAY LITTLE,6,Townsend,153,,773
MAY LITTLE,7,Aisquith,2,1,773
MAY LITTLE,8,Short,,21,773
MAY LITTLE,9,Central av,56,31,773
MAY LITTLE,10,Eden,60,51,773
MAY LITTLE,11,Spring,72,65,773
MAY LITTLE,12,Caroline,84,79,773
MAY LITTLE,13,Dallas,106,91,773
MAY LITTLE,14,Bond,,105,773
MAY LITTLE,15,Bethel,126,,773
MAY LITTLE,16,Broadway,,,773
MAY LITTLE,17,To East av,,,773
MAY LITTLE,18,"N from McElderry, betw",,,773
MAY LITTLE,19,Eden,,,773
MAY LITTLE,20,E from 123 Forrest,,,773
MAY LITTLE,21,E Madison,,94,773
MAY LITTLE,22,Wilson,,,773
MEYER CT,1,"Marble Hall, 38 and",,,773
MINCE'S AL,1,Eastern av,,,773
MONTGOMERY,1,Hughes,,,773
MONTGOMERY,2,Covington,,,773
MONTGOMERY,3,Henry,,,773
MONTGOMERY,4,Johnson,146,133,773
MONTGOMERY,5,William,158,149,773
MONTGOMERY,6,Light,180,181,773
MONTGOMERY,7,av,330,,773
MONUMENT,1,Falls,2,1,773
MONUMENT,2,Constitution,30,23,773
MONUMENT,3,av,102,,773
MONUMENT,4,av,1,,773
MONUMENT,5,Gay,226,173,773
MONUMENT,6,av,260,211,773
MONUMENT,7,East avenue,,,773
MONUMENT (W),1,Jones Falls,1,2,773
MONUMENT (W),2,HoUiday,,,773
MONUMENT (W),3,Calvert,,40,773
MONUMENT (W),4,St. Paul,35,44,773
MONUMENT (W),5,Charles,61,56,773
MONUMENT (W),6,Cathedral,75,72,773
MONUMENT (W),7,Park,87,78,773
MONUMENT (W),8,Tyson,,90,773
MONUMENT (W),9,Sreet,40,,773
MONUMENT (W),10,Howard,109,104,774
MONUMENT (W),11,Garden,,106,774
MONUMENT (W),12,Eutaw,119,110,774
MULBERRY,1,Calvert,2,1,774
MULBERRY,2,Courtland,16,9,774
MULBERRY,3,St. Paul,18,13,774
MULBERRY,4,Charles,20,17,774
MULBERRY,5,Cathedral,32,,774
MULBERRY,6,Park,56,51,774
MULBERRY,7,Howard,80,79,774
MULBERRY,8,State,82,81,774
MULBERRY,9,Eutaw,100,99,774
MULBERRY,10,Jasper,110,101,774
MULBERRY,11,Paca,126,119,774
MULBERRY,12,Greene,150,131,774
MULBERRY,13,Pearl,140,145,774
MULBERRY,14,Pine,208,209,774
MULBERRY,15,Chatsworth,228,231,774
MULBERRY,16,Ogston,,269,774
MULBERRY,17,Fremont,330,327,774
MULBERRY,18,Poppleton,356,347,774
MULBERRY,19,Schroeder,386,383,774
MULBERRY,20,To Calverton road,,,774
MULLIKIN,1,Aisquith,,1,774
MULLIKIN,2,Lewis,,41,774
MULLIKIN,3,Central av,,51,774
MULLIKIN,4,Eden,58,57,774
MULLIKIN,5,Spring,72,73,774
MULLIKIN,6,Caroline,82,87,774
MULLIKIN,7,Dallas,98,107,774
MULLIKIN,8,Bond,110,121,774
MULLIKIN,9,Bethel,138,133,774
MULLIKIN,10,Broadway,168,167,774
MULLIKIN,11,Regester,,,774
MULLIKIN,12,Ann,,225,774
MEYER CT,1,N,,,774
NEIGHBOR,1,GIESE &amp; CO,,,774
NEW CHURCH,1,Sharp s of Lexington,,,774
"NICHOLSON, LITTLE",1,Jackson,,,774
NORTH,1,Baltimore,8,1,774
NORTH,2,Fayette,24,31,774
NORTH,3,Lexington,32,,774
NORTH,4,Saratoga,54,59,774
NORTH,5,Pleasant,82,99,774
NORTH,6,Foundry,118,131,774
NORTH,7,Franklin,130,149,774
NORTH,8,Centre ^,,199,774
NORTH,9,Monument,,,774
NORTH,10,Madison ^,,,774
NORTH,11,Eager,,295,774
NORTH,12,Read &quot;*,,,774
NORTH,13,Chase,,,774
NORTHERN AV,1,&quot; * ^,,,774
NORTHWEST,1,O,,,774
OLIVER,1,^,,,774
ORLEANS,1,Forrest,2,1,774
ORLEANS,2,Young,22,,774
ORLEANS,3,Aisquith,32,31,774
ORLEANS,4,Short,52,,774
ORLEANS,5,Lewis 4,62,69,774
ORLEANS,6,Central av,76,85,774
ORLEANS,7,Eden ^,106,103,774
ORLEANS,8,Spring,118,117,774
ORLEANS,9,Caroline a,140,139,774
ORLEANS,10,Dallas,160,159,774
ORLEANS,11,Bond,180,181,774
ORLEANS,12,Bethel V,212,209,774
ORLEANS,13,Broadway '^,,231,774
ORLEANS,14,Regester,222,265,774
ORLEANS,15,Ann,,,774
ORLEANS,16,Wolfe,,,774
ORLEANS,17,Washington,242,,774
ORLEANS,18,Chester,252,,774
ORLEANS,19,To East av,,,774
OSTEND,1,"Seeds, &amp;c",,,774
"PACA, (N)",1,Baltimore,2,,775
"PACA, (N)",2,Fayette,14,21,775
"PACA, (N)",3,Saratoga,62,65,775
"PACA, (N)",4,Mulberry,,87,775
"PACA, (N)",5,Franklin,101,107,775
"PACA, (N)",6,New,,131,775
"PACA, (N)",7,Druid Hill av,,183,775
"PACA, (S)",1,King,35,,775
"PACA, (S)",2,Dover,55,,775
"PACA, (S)",3,la,,66,775
"PACA, (S)",4,Paca,71,,775
"PACA, (S)",5,Greene,,106,775
"PACA, (S)",6,Peter,203,,775
PARK,1,Liberty,2,,775
PARK,2,Fayette,6,1,775
PARK,3,Marion,16,9,775
PARK,4,Lexington,32,29,775
PARK,5,Clay,48,47,775
PARK,6,Saratoga,60,65,775
PARK,7,Mulberry,90,77,775
PARK,8,Franklin,112,,775
PARK,9,Hamilton,,85,775
PARK,10,Centre,126,95,775
PARK,11,Monument,134,109,775
PARK,12,Madison,146,119,775
PARK,13,Richmond,188,161,775
"PATAPSCO, F. P",1,E of Luzerne,,,775
